filepath	method	gene_col	p_col	tissue	target	data_type
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS-PiloAstro.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	CNS-PiloAstro	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_CNS	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Carcinoma_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Carcinoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/ColoRect-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	ColoRect-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Digestive_tract_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Digestive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Eso-AdenoCa.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Eso-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Female_reproductive_system_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Female_reproductive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Glioma_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Glioma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Head-SCC.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Head-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Hematopoietic_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Hematopoietic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney-ChRCC.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Kidney-ChRCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney-RCC.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Kidney-RCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Kidney	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Liver-HCC.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Liver-HCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lung-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung-SCC.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lung-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Lung	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph-BNHL.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lymph-BNHL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph-CLL.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lymph-CLL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Lymphatic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Myeloid-MPN.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Myeloid-MPN	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Myeloid_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Myeloid	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Ovary-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Ovary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER_no_melanoma.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan-no-skin-melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER_no_melanoma_lymph.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan-no-skin-melanoma-lymph	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Panc-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Panc-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Panc-Endocrine.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Panc-Endocrine	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Prost-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Prost-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Sarcoma_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Sarcoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Skin-Melanoma.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Skin-Melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Squamous_tumors.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Squamous	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Stomach-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Stomach-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Thy-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Thy-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Uterus-AdenoCA.gc19_pc.cds.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Uterus-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Adenocarcinoma_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Adenocarcinoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Biliary-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Biliary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bladder-TCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bladder-TCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bone-Leiomyo.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bone-Leiomyo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bone-Osteosarc.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bone-Osteosarc	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Breast-AdenoCa.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Breast-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Breast_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Breast	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-GBM.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-GBM	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-Medullo.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-Medullo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-PiloAstro.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-PiloAstro	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_CNS	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Carcinoma_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Carcinoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/ColoRect-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	ColoRect-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Digestive_tract_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Digestive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Eso-AdenoCa.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Eso-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Female_reproductive_system_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Female_reproductive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Glioma_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Glioma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Head-SCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Head-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Hematopoietic_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Hematopoietic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Kidney-ChRCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Kidney-ChRCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Kidney-RCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Kidney-RCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Kidney_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Kidney	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Liver-HCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Liver-HCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lung-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Lung-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lung-SCC.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Lung-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lung_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Lung	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lymph-BNHL.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Lymph-BNHL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lymph-CLL.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Lymph-CLL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Lymph_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Lymphatic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Myeloid-MPN.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Myeloid-MPN	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Myeloid_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Myeloid	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Ovary-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Ovary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/PanCan_No_Melanoma.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Pancan-no-skin-melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/PanCan_No_Melanoma_Lymph.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Pancan-no-skin-melanoma-lymph	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Panc-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Panc-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Panc-Endocrine.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Panc-Endocrine	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Prost-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Prost-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Sarcoma_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Sarcoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Skin-Melanoma.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Skin-Melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Squamous_tumors.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Squamous	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Stomach-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Stomach-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Thy-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Thy-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Uterus-AdenoCA.CDS.DriverPower.observed.txt	DriverPower	element_ID	p-value	Uterus-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Adenocarcinoma_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Adenocarcinoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/All_cancers-no-lymph.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Pancan-no-lymph	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/All_cancers-no-skin-melanoma-lymph.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Pancan-no-skin-melanoma-lymph	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/All_cancers-no-skin-melanoma.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Pancan-no-skin-melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/All_cancers.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Pancan	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Biliary-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Biliary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Bladder-TCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Bladder-TCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Bone-Leiomyo.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Bone-Leiomyo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Bone-Osteosarc.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Bone-Osteosarc	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Breast-AdenoCa.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Breast-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Breast_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Breast	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/CNS-GBM.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	CNS-GBM	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/CNS-Medullo.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	CNS-Medullo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/CNS-PiloAstro.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	CNS-PiloAstro	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/CNS_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_CNS	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Carcinoma_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Carcinoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/ColoRect-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	ColoRect-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Digestive_tract_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Digestive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Eso-AdenoCa.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Eso-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Female_reproductive_system_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Female_reproductive_tract	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Glioma_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Glioma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Head-SCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Head-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Hematopoietic_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Hematopoietic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Kidney-ChRCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Kidney-ChRCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Kidney-RCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Kidney-RCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Kidney_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Kidney	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Liver-HCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Liver-HCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lung-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Lung-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lung-SCC.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Lung-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lung_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Lung	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lymph-BNHL.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Lymph-BNHL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lymph-CLL.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Lymph-CLL	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Lymph_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Lymphatic_system	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Myeloid-MPN.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Myeloid-MPN	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Myeloid_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Myeloid	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Ovary-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Ovary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Panc-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Panc-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Panc-Endocrine.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Panc-Endocrine	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Prost-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Prost-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Sarcoma_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Sarcoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Skin-Melanoma.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Skin-Melanoma	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Squamous_tumors.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	meta_Squamous	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Stomach-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Stomach-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Thy-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Thy-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ExInAtor/Uterus-AdenoCA.CDS.ExInAtor.observed.txt	ExInAtor	element_ID	p-value	Uterus-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Biliary-AdenoCA.cds.LARVA.maf.txt	LARVA	name	pval	Biliary-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Bladder-TCC.cds.LARVA.maf.txt	LARVA	name	pval	Bladder-TCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Bone-Leiomyo.cds.LARVA.maf.txt	LARVA	name	pval	Bone-Leiomyo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Bone-Osteosarc.cds.LARVA.maf.txt	LARVA	name	pval	Bone-Osteosarc	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Breast-AdenoCa.cds.LARVA.maf.txt	LARVA	name	pval	Breast-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/CNS-GBM.cds.LARVA.maf.txt	LARVA	name	pval	CNS-GBM	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/CNS-Medullo.cds.LARVA.maf.txt	LARVA	name	pval	CNS-Medullo	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/CNS-PiloAstro.cds.LARVA.maf.txt	LARVA	name	pval	CNS-PiloAstro	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/ColoRect-AdenoCA.cds.LARVA.maf.txt	LARVA	name	pval	ColoRect-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Eso-AdenoCa.cds.LARVA.maf.txt	LARVA	name	pval	Eso-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Head-SCC.cds.LARVA.maf.txt	LARVA	name	pval	Head-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Kidney-ChRCC.cds.LARVA.maf.txt	LARVA	name	pval	Kidney-ChRCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Kidney-RCC.cds.LARVA.maf.txt	LARVA	name	pval	Kidney-RCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Liver-HCC.cds.LARVA.maf.txt	LARVA	name	pval	Liver-HCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Lung-AdenoCA.cds.LARVA.maf.txt	LARVA	name	pval	Lung-AdenoCa	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Lung-SCC.cds.LARVA.maf.txt	LARVA	name	pval	Lung-SCC	CDS	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/LARVA/Lymph-BNHL.cds.LARVA.maf.txt	LARVA	name	pval	Lymph-BNHL	CDS	observed
